Jan. 17, 2025   13:54:40
Cyclic Voltammetry
File: c:\users\user\desktop\Data Source:  Experiment
Instrument Model:  CHI6116E
Data Proc:  Smoothing
Header: 
Note: 

Init E (V) = 0.8
High E (V) = 0.8
Low E (V) = -0.8
Init P/N = N
Scan Rate (V/s) = 0.1
Segment = 22
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001

Segment 1:

Segment 2:

Segment 3:
Ep = -0.622V
ip = -3.349e-5A
Ah = -2.902e-5C

Segment 4:

Segment 5:
Ep = -0.603V
ip = -4.182e-5A
Ah = -3.621e-5C

Segment 6:

Segment 7:
Ep = -0.594V
ip = -4.313e-5A
Ah = -3.579e-5C

Segment 8:

Segment 9:
Ep = -0.588V
ip = -3.963e-5A
Ah = -3.176e-5C

Segment 10:

Segment 11:
Ep = -0.586V
ip = -3.939e-5A
Ah = -3.115e-5C

Segment 12:

Segment 13:
Ep = -0.592V
ip = -4.179e-5A
Ah = -3.415e-5C

Segment 14:

Segment 15:
Ep = -0.596V
ip = -4.160e-5A
Ah = -3.485e-5C

Segment 16:

Segment 17:
Ep = -0.595V
ip = -4.040e-5A
Ah = -3.312e-5C

Segment 18:

Segment 19:
Ep = -0.593V
ip = -3.888e-5A
Ah = -3.084e-5C

Segment 20:

Segment 21:
Ep = -0.592V
ip = -3.839e-5A
Ah = -3.022e-5C

Segment 22:

Potential/V, Current/A

0.800, 4.617e-4
0.799, 4.557e-4
0.798, 4.498e-4
0.797, 4.440e-4
0.796, 4.382e-4
0.795, 4.326e-4
0.794, 4.270e-4
0.793, 4.215e-4
0.792, 4.160e-4
0.791, 4.107e-4
0.790, 4.054e-4
0.789, 4.001e-4
0.788, 3.950e-4
0.787, 3.898e-4
0.786, 3.847e-4
0.785, 3.796e-4
0.784, 3.746e-4
0.783, 3.696e-4
0.782, 3.647e-4
0.781, 3.599e-4
0.780, 3.551e-4
0.779, 3.503e-4
0.778, 3.456e-4
0.777, 3.408e-4
0.776, 3.362e-4
0.775, 3.315e-4
0.774, 3.268e-4
0.773, 3.222e-4
0.772, 3.177e-4
0.771, 3.131e-4
0.770, 3.085e-4
0.769, 3.040e-4
0.768, 2.995e-4
0.767, 2.951e-4
0.766, 2.907e-4
0.765, 2.863e-4
0.764, 2.819e-4
0.763, 2.776e-4
0.762, 2.733e-4
0.761, 2.689e-4
0.760, 2.647e-4
0.759, 2.604e-4
0.758, 2.562e-4
0.757, 2.520e-4
0.756, 2.478e-4
0.755, 2.437e-4
0.754, 2.395e-4
0.753, 2.354e-4
0.752, 2.313e-4
0.751, 2.272e-4
0.750, 2.232e-4
0.749, 2.191e-4
0.748, 2.151e-4
0.747, 2.111e-4
0.746, 2.072e-4
0.745, 2.033e-4
0.744, 1.994e-4
0.743, 1.955e-4
0.742, 1.916e-4
0.741, 1.878e-4
0.740, 1.840e-4
0.739, 1.802e-4
0.738, 1.764e-4
0.737, 1.726e-4
0.736, 1.688e-4
0.735, 1.651e-4
0.734, 1.614e-4
0.733, 1.577e-4
0.732, 1.540e-4
0.731, 1.503e-4
0.730, 1.466e-4
0.729, 1.429e-4
0.728, 1.393e-4
0.727, 1.357e-4
0.726, 1.322e-4
0.725, 1.286e-4
0.724, 1.251e-4
0.723, 1.216e-4
0.722, 1.181e-4
